,auroc,auroc,auprc,auprc,f1,f1,brier,brier,ece,ece
,mean,std,mean,std,mean,std,mean,std,mean,std
variant,,,,,,,,,,
CISD-full,0.7039361357958173,0.09707032253174344,0.8050392568304148,0.10640375973615522,0.7252494945321823,0.06205296238710171,0.2527105782586621,0.05686871141450724,0.2509139803723114,0.09710114737546999
CISD-no_adv,0.6746871154720981,0.09018953775101195,0.7796886880396038,0.11594958642413956,0.6946507112002248,0.0661480152544187,0.30206430541584145,0.045895757190496184,0.30590728362198777,0.06539426704406383
CISD-no_env_aux,0.7038652181032525,0.08192372346592175,0.7916246430922411,0.12069035787699595,0.7116886332234879,0.06268982679451456,0.261416719982832,0.041607894478929874,0.26103090364637205,0.07838353756195256
CISD-no_orth,0.7170292795205042,0.06845444280895283,0.7886310023987961,0.12830529885454267,0.7242297826986066,0.07640503853296957,0.2510110331752827,0.03402913648700622,0.2508902144226368,0.06373928792823398
