,auroc,auroc,auprc,auprc,f1,f1,brier,brier,ece,ece
,mean,std,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,,,
CISD (ours),0.7039361357958173,0.09707032253174344,0.8050392568304148,0.10640375973615522,0.7252494945321823,0.06205296238710171,0.2527105782586621,0.05686871141450724,0.2509139803723114,0.09710114737546999
ERM,0.6687787522785661,0.0874043339157829,0.7721009493227001,0.12524864452701517,0.6959331043030899,0.07459649393154304,0.3117384547827581,0.04751446611082263,0.3164320170463542,0.0553658597636737
IRM,0.6769538065064856,0.0707157264515456,0.7602845304169128,0.14207139547583522,0.6906177589924136,0.07869922173306967,0.3120919417136168,0.032233029148406506,0.313662107197116,0.040057567677659306
